Name,ID,Has Block,Mod,Class
harvestcraft:pampeanutCrop,2304,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamradishCrop,2305,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamrutabagaCrop,2306,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamsweetpotatoCrop,2307,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamturnipCrop,2308,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamrhubarbCrop,2309,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamceleryCrop,2310,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamgarlicCrop,2311,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamgingerCrop,2312,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamspiceleafCrop,2313,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamtealeafCrop,2314,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcoffeebeanCrop,2315,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pammustardseedsCrop,2316,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambroccoliCrop,2317,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcauliflowerCrop,2318,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamleekCrop,2319,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamlettuceCrop,2320,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamscallionCrop,2321,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamartichokeCrop,2322,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambrusselsproutCrop,2323,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcabbageCrop,2324,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamspinachCrop,2325,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamwhitemushroomCrop,2326,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambeanCrop,2327,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamsoybeanCrop,2328,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambellpepperCrop,2329,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamchilipepperCrop,2330,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pameggplantCrop,2331,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamokraCrop,2332,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampeasCrop,2333,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamtomatoCrop,2334,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcottonCrop,2335,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampineappleCrop,2336,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamgrapeCrop,2337,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamkiwiCrop,2338,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcranberryCrop,2339,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamriceCrop,2340,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamseaweedCrop,2341,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcurryleafCrop,2342,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamsesameseedsCrop,2343,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamwaterchestnutCrop,2344,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco1,2345,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco2,2346,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco3,2347,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco4,2348,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco5,2349,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco6,2350,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco7,2351,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco8,2352,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco9,2353,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco10,2354,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco11,2355,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco12,2356,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco13,2357,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco14,2358,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco15,2359,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleDeco16,2360,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcarrotCake,2361,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcheeseCake,2362,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcherrycheeseCake,2363,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampineappleupsidedownCake,2364,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamchocolatesprinkleCake,2365,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamredvelvetCake,2366,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamlamingtonCake,2367,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampavlovaCake,2368,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamholidayCake,2369,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampumpkincheeseCake,2370,true,harvestcraft,net.minecraft.item.ItemBlock
PeripheralsPlusPlus:chatBox,2371,true,PeripheralsPlusPlus,net.minecraft.item.ItemBlock
PeripheralsPlusPlus:aiChatBox,2372,true,PeripheralsPlusPlus,net.minecraft.item.ItemBlock
PeripheralsPlusPlus:playerSensor,2373,true,PeripheralsPlusPlus,net.minecraft.item.ItemBlock
PeripheralsPlusPlus:rfCharger,2374,true,PeripheralsPlusPlus,net.minecraft.item.ItemBlock
PeripheralsPlusPlus:oreDictionary,2375,true,PeripheralsPlusPlus,net.minecraft.item.ItemBlock
PeripheralsPlusPlus:beeAnalyzer,2376,true,PeripheralsPlusPlus,net.minecraft.item.ItemBlock
PeripheralsPlusPlus:treeAnalyzer,2377,true,PeripheralsPlusPlus,net.minecraft.item.ItemBlock
PeripheralsPlusPlus:butterflyAnalyzer,2378,true,PeripheralsPlusPlus,net.minecraft.item.ItemBlock
PeripheralsPlusPlus:teleporter,2379,true,PeripheralsPlusPlus,net.minecraft.item.ItemBlock
PeripheralsPlusPlus:teleporterT2,2380,true,PeripheralsPlusPlus,net.minecraft.item.ItemBlock
PeripheralsPlusPlus:environmentScanner,2381,true,PeripheralsPlusPlus,net.minecraft.item.ItemBlock
PeripheralsPlusPlus:speaker,2382,true,PeripheralsPlusPlus,net.minecraft.item.ItemBlock
PeripheralsPlusPlus:antenna,2383,true,PeripheralsPlusPlus,net.minecraft.item.ItemBlock
PeripheralsPlusPlus:peripheralContainer,2384,true,PeripheralsPlusPlus,com.austinv11.peripheralsplusplus.items.ItemBlockPeripheralContainer
PeripheralsPlusPlus:meBridge,2385,true,PeripheralsPlusPlus,net.minecraft.item.ItemBlock
PeripheralsPlusPlus:dummyBlock,2386,true,PeripheralsPlusPlus,net.minecraft.item.ItemBlock
PeripheralsPlusPlus:noteBlock,2387,true,PeripheralsPlusPlus,net.minecraft.item.ItemBlock
PeripheralsPlusPlus:turtle,2388,true,PeripheralsPlusPlus,com.austinv11.peripheralsplusplus.items.ItemBlockTurtle
PeripheralsPlusPlus:timeSensor,2389,true,PeripheralsPlusPlus,net.minecraft.item.ItemBlock
PeripheralsPlusPlus:interactiveSorter,2390,true,PeripheralsPlusPlus,net.minecraft.item.ItemBlock
PeripheralsPlusPlus:playerInterface,2391,true,PeripheralsPlusPlus,net.minecraft.item.ItemBlock
PeripheralsPlusPlus:resupplyStation,2392,true,PeripheralsPlusPlus,net.minecraft.item.ItemBlock
ProjectE:interdiction_torch,2393,true,ProjectE,net.minecraft.item.ItemBlock
ProjectE:condenser_mk2,2394,true,ProjectE,net.minecraft.item.ItemBlock
ProjectE:rm_furnace_lit,2395,true,ProjectE,net.minecraft.item.ItemBlock
ProjectE:dm_furnace_lit,2396,true,ProjectE,net.minecraft.item.ItemBlock
ProjectE:dm_pedestal,2397,true,ProjectE,net.minecraft.item.ItemBlock
ProjectE:nova_catalyst,2398,true,ProjectE,net.minecraft.item.ItemBlock
ProjectE:nova_cataclysm,2399,true,ProjectE,net.minecraft.item.ItemBlock
ProjectE:alchemical_chest,2400,true,ProjectE,moze_intel.projecte.gameObjs.items.itemBlocks.ItemAlchemyChestBlock
ProjectE:transmutation_table,2401,true,ProjectE,moze_intel.projecte.gameObjs.items.itemBlocks.ItemTransmutationBlock
ProjectE:condenser_mk1,2402,true,ProjectE,moze_intel.projecte.gameObjs.items.itemBlocks.ItemCondenserBlock
ProjectE:rm_furnace,2403,true,ProjectE,moze_intel.projecte.gameObjs.items.itemBlocks.ItemRMFurnaceBlock
ProjectE:dm_furnace,2404,true,ProjectE,moze_intel.projecte.gameObjs.items.itemBlocks.ItemDMFurnaceBlock
ProjectE:matter_block,2405,true,ProjectE,moze_intel.projecte.gameObjs.items.itemBlocks.ItemMatterBlock
ProjectE:fuel_block,2406,true,ProjectE,moze_intel.projecte.gameObjs.items.itemBlocks.ItemFuelBlock
ProjectE:collector_mk1,2407,true,ProjectE,moze_intel.projecte.gameObjs.items.itemBlocks.ItemCollectorBlock
ProjectE:collector_mk2,2408,true,ProjectE,moze_intel.projecte.gameObjs.items.itemBlocks.ItemCollectorBlock
ProjectE:collector_mk3,2409,true,ProjectE,moze_intel.projecte.gameObjs.items.itemBlocks.ItemCollectorBlock
ProjectE:relay_mk1,2410,true,ProjectE,moze_intel.projecte.gameObjs.items.itemBlocks.ItemRelayBlock
ProjectE:relay_mk2,2411,true,ProjectE,moze_intel.projecte.gameObjs.items.itemBlocks.ItemRelayBlock
ProjectE:relay_mk3,2412,true,ProjectE,moze_intel.projecte.gameObjs.items.itemBlocks.ItemRelayBlock
RandomThings:playerinterface,2413,true,RandomThings,net.minecraft.item.ItemBlock
RandomThings:creativePlayerInterface,2414,true,RandomThings,net.minecraft.item.ItemBlock
RandomThings:fluidDisplay,2415,true,RandomThings,net.minecraft.item.ItemBlock
RandomThings:advancedFluidDisplay,2416,true,RandomThings,net.minecraft.item.ItemBlock
RandomThings:fertilizedDirt,2417,true,RandomThings,net.minecraft.item.ItemBlock
RandomThings:fertilizedDirt_tilled,2418,true,RandomThings,net.minecraft.item.ItemBlock
RandomThings:itemCollector,2419,true,RandomThings,net.minecraft.item.ItemBlock
RandomThings:advancedItemCollector,2420,true,RandomThings,net.minecraft.item.ItemBlock
RandomThings:onlineDetector,2421,true,RandomThings,net.minecraft.item.ItemBlock
RandomThings:moonSensor,2422,true,RandomThings,net.minecraft.item.ItemBlock
RandomThings:bloodMoonSensor,2423,true,RandomThings,net.minecraft.item.ItemBlock
RandomThings:notificationInterface,2424,true,RandomThings,net.minecraft.item.ItemBlock
RandomThings:lapisLamp,2425,true,RandomThings,net.minecraft.item.ItemBlock
RandomThings:wirelessLever,2426,true,RandomThings,lumien.randomthings.Blocks.ItemBlocks.ItemBlockWirelessLever
RandomThings:dyeingMachine,2427,true,RandomThings,net.minecraft.item.ItemBlock
RandomThings:spectreGlass,2428,true,RandomThings,net.minecraft.item.ItemBlock
RandomThings:energyDistributor,2429,true,RandomThings,net.minecraft.item.ItemBlock
RandomThings:enderEnergyDistributor,2430,true,RandomThings,net.minecraft.item.ItemBlock
RandomThings:spectreBlock,2431,true,RandomThings,lumien.randomthings.Blocks.ItemBlocks.ItemBlockColored
RandomThings:imbuingStation,2432,true,RandomThings,net.minecraft.item.ItemBlock
secretroomsmod:TorchLever,2433,true,secretroomsmod,net.minecraft.item.ItemBlock
secretroomsmod:OneWayGlass,2434,true,secretroomsmod,net.minecraft.item.ItemBlock
secretroomsmod:CamoGate,2435,true,secretroomsmod,net.minecraft.item.ItemBlock
secretroomsmod:CamoDummy,2436,true,secretroomsmod,net.minecraft.item.ItemBlock
secretroomsmod:SecretTrapDoor,2437,true,secretroomsmod,net.minecraft.item.ItemBlock
secretroomsmod:SecretWoodenDoorBlock,2438,true,secretroomsmod,net.minecraft.item.ItemBlock
secretroomsmod:SecretIronDoorBlock,2439,true,secretroomsmod,net.minecraft.item.ItemBlock
secretroomsmod:GhostBlock,2440,true,secretroomsmod,net.minecraft.item.ItemBlock
secretroomsmod:SecretCamoLever,2441,true,secretroomsmod,net.minecraft.item.ItemBlock
secretroomsmod:SecretCamoRedstone,2442,true,secretroomsmod,net.minecraft.item.ItemBlock
secretroomsmod:SecretCamoButton,2443,true,secretroomsmod,com.github.abrarsyed.secretroomsmod.items.ItemBlockCamoButton
secretroomsmod:SecretPressurePlate,2444,true,secretroomsmod,net.minecraft.item.ItemBlock
secretroomsmod:SecretPlayerPlate,2445,true,secretroomsmod,net.minecraft.item.ItemBlock
secretroomsmod:SecretLightPlate,2446,true,secretroomsmod,net.minecraft.item.ItemBlock
secretroomsmod:SecretHeavyPlate,2447,true,secretroomsmod,net.minecraft.item.ItemBlock
secretroomsmod:SecretStair,2448,true,secretroomsmod,net.minecraft.item.ItemBlock
secretroomsmod:SecretChest,2449,true,secretroomsmod,net.minecraft.item.ItemBlock
secretroomsmod:SecretTrappedChest,2450,true,secretroomsmod,net.minecraft.item.ItemBlock
secretroomsmod:SecretLightDetector,2451,true,secretroomsmod,net.minecraft.item.ItemBlock
secretroomsmod:SolidAir,2452,true,secretroomsmod,net.minecraft.item.ItemBlock
StevesFactoryManager:BlockMachineManagerName,2453,true,StevesFactoryManager,net.minecraft.item.ItemBlock
StevesFactoryManager:BlockCableName,2454,true,StevesFactoryManager,net.minecraft.item.ItemBlock
StevesFactoryManager:BlockCableRelayName,2455,true,StevesFactoryManager,vswe.stevesfactory.blocks.ItemRelay
StevesFactoryManager:BlockCableOutputName,2456,true,StevesFactoryManager,net.minecraft.item.ItemBlock
StevesFactoryManager:BlockCableInputName,2457,true,StevesFactoryManager,net.minecraft.item.ItemBlock
StevesFactoryManager:BlockCableCreativeName,2458,true,StevesFactoryManager,net.minecraft.item.ItemBlock
StevesFactoryManager:BlockCableIntakeName,2459,true,StevesFactoryManager,vswe.stevesfactory.blocks.ItemIntake
StevesFactoryManager:BlockCableBUDName,2460,true,StevesFactoryManager,net.minecraft.item.ItemBlock
StevesFactoryManager:BlockCableBreakerName,2461,true,StevesFactoryManager,net.minecraft.item.ItemBlock
StevesFactoryManager:BlockCableClusterName,2462,true,StevesFactoryManager,vswe.stevesfactory.blocks.ItemCluster
StevesFactoryManager:BlockCableCamouflageName,2463,true,StevesFactoryManager,vswe.stevesfactory.blocks.ItemCamouflage
StevesFactoryManager:BlockCableSignName,2464,true,StevesFactoryManager,net.minecraft.item.ItemBlock
StevesAddons:cable_rf,2465,true,StevesAddons,net.minecraft.item.ItemBlock
StevesAddons:cable_ae,2466,true,StevesAddons,net.minecraft.item.ItemBlock
StorageDrawers:fullDrawers1,2467,true,StorageDrawers,com.jaquadro.minecraft.storagedrawers.item.ItemBasicDrawers
StorageDrawers:fullDrawers2,2468,true,StorageDrawers,com.jaquadro.minecraft.storagedrawers.item.ItemBasicDrawers
StorageDrawers:fullDrawers4,2469,true,StorageDrawers,com.jaquadro.minecraft.storagedrawers.item.ItemBasicDrawers
StorageDrawers:halfDrawers2,2470,true,StorageDrawers,com.jaquadro.minecraft.storagedrawers.item.ItemBasicDrawers
StorageDrawers:halfDrawers4,2471,true,StorageDrawers,com.jaquadro.minecraft.storagedrawers.item.ItemBasicDrawers
StorageDrawers:compDrawers,2472,true,StorageDrawers,com.jaquadro.minecraft.storagedrawers.item.ItemCompDrawers
StorageDrawers:controller,2473,true,StorageDrawers,com.jaquadro.minecraft.storagedrawers.item.ItemController
StorageDrawers:controllerSlave,2474,true,StorageDrawers,net.minecraft.item.ItemBlock
StorageDrawers:trim,2475,true,StorageDrawers,com.jaquadro.minecraft.storagedrawers.item.ItemTrim
StorageDrawers:framingTable,2476,true,StorageDrawers,com.jaquadro.minecraft.storagedrawers.item.ItemFramingTable
StorageDrawers:fullCustom1,2477,true,StorageDrawers,com.jaquadro.minecraft.storagedrawers.item.ItemCustomDrawers
StorageDrawers:fullCustom2,2478,true,StorageDrawers,com.jaquadro.minecraft.storagedrawers.item.ItemCustomDrawers
StorageDrawers:fullCustom4,2479,true,StorageDrawers,com.jaquadro.minecraft.storagedrawers.item.ItemCustomDrawers
StorageDrawers:halfCustom2,2480,true,StorageDrawers,com.jaquadro.minecraft.storagedrawers.item.ItemCustomDrawers
StorageDrawers:halfCustom4,2481,true,StorageDrawers,com.jaquadro.minecraft.storagedrawers.item.ItemCustomDrawers
StorageDrawers:trimCustom,2482,true,StorageDrawers,com.jaquadro.minecraft.storagedrawers.item.ItemCustomTrim
telepads:telepad,2483,true,telepads,net.minecraft.item.ItemBlock
ThermalDynamics:ThermalDynamics_0,2484,true,ThermalDynamics,cofh.thermaldynamics.duct.ItemBlockDuct
ThermalDynamics:ThermalDynamics_16,2485,true,ThermalDynamics,cofh.thermaldynamics.duct.ItemBlockDuct
ThermalDynamics:ThermalDynamics_32,2486,true,ThermalDynamics,cofh.thermaldynamics.duct.ItemBlockDuct
ThermalDynamics:ThermalDynamics_48,2487,true,ThermalDynamics,cofh.thermaldynamics.duct.ItemBlockDuct
ThermalDynamics:ThermalDynamics_64,2488,true,ThermalDynamics,cofh.thermaldynamics.duct.ItemBlockDuct
witchery:belladonna,2489,true,witchery,net.minecraft.item.ItemBlock
witchery:mandrake,2490,true,witchery,net.minecraft.item.ItemBlock
witchery:artichoke,2491,true,witchery,net.minecraft.item.ItemBlock
witchery:snowbell,2492,true,witchery,net.minecraft.item.ItemBlock
witchery:wormwood,2493,true,witchery,net.minecraft.item.ItemBlock
witchery:mindrake,2494,true,witchery,net.minecraft.item.ItemBlock
witchery:wolfsbane,2495,true,witchery,net.minecraft.item.ItemBlock
witchery:garlicplant,2496,true,witchery,net.minecraft.item.ItemBlock
witchery:witchsapling,2497,true,witchery,com.emoniph.witchery.blocks.BlockWitchSapling.ClassItemBlock
witchery:witchlog,2498,true,witchery,com.emoniph.witchery.blocks.BlockWitchLog.ClassItemBlock
witchery:witchleaves,2499,true,witchery,com.emoniph.witchery.blocks.BlockWitchLeaves.ClassItemBlock
witchery:voidbramble,2500,true,witchery,net.minecraft.item.ItemBlock
witchery:bramble,2501,true,witchery,com.emoniph.witchery.blocks.BlockBramble.ClassItemBlock
witchery:glintweed,2502,true,witchery,net.minecraft.item.ItemBlock
witchery:spanishmoss,2503,true,witchery,net.minecraft.item.ItemBlock
witchery:leapinglily,2504,true,witchery,com.emoniph.witchery.item.ItemLeapingLily
witchery:plantmine,2505,true,witchery,com.emoniph.witchery.blocks.BlockPlantMine.ClassItemBlock
witchery:embermoss,2506,true,witchery,net.minecraft.item.ItemBlock
witchery:crittersnare,2507,true,witchery,com.emoniph.witchery.blocks.BlockCritterSnare.ClassItemBlock
witchery:grassper,2508,true,witchery,net.minecraft.item.ItemBlock
witchery:bloodrose,2509,true,witchery,net.minecraft.item.ItemBlock
witchery:somniancotton,2510,true,witchery,net.minecraft.item.ItemBlock
witchery:web,2511,true,witchery,net.minecraft.item.ItemBlock
witchery:vine,2512,true,witchery,net.minecraft.item.ItemBlock
witchery:cactus,2513,true,witchery,net.minecraft.item.ItemBlock
witchery:lilypad,2514,true,witchery,net.minecraft.item.ItemBlock
witchery:demonheart,2515,true,witchery,net.minecraft.item.ItemBlock
witchery:wolfhead,2516,true,witchery,com.emoniph.witchery.item.ItemWolfHead
witchery:witchwood,2517,true,witchery,com.emoniph.witchery.blocks.BlockWitchWood.ClassItemBlock
witchery:stairswoodrowan,2518,true,witchery,net.minecraft.item.ItemBlock
witchery:stairswoodalder,2519,true,witchery,net.minecraft.item.ItemBlock
witchery:stairswoodhawthorn,2520,true,witchery,net.minecraft.item.ItemBlock
witchery:witchwoodslab,2521,true,witchery,com.emoniph.witchery.item.ItemWitchSlab
witchery:witchwooddoubleslab,2522,true,witchery,com.emoniph.witchery.item.ItemWitchSlab
witchery:rowanwooddoor,2523,true,witchery,net.minecraft.item.ItemBlock
witchery:alderwooddoor,2524,true,witchery,net.minecraft.item.ItemBlock
witchery:chalice,2525,true,witchery,net.minecraft.item.ItemBlock
witchery:candelabra,2526,true,witchery,net.minecraft.item.ItemBlock
witchery:placeditem,2527,true,witchery,net.minecraft.item.ItemBlock
witchery:alluringskull,2528,true,witchery,com.emoniph.witchery.item.ItemAlluringSkull
witchery:wickerbundle,2529,true,witchery,com.emoniph.witchery.blocks.BlockWickerBundle.ClassItemBlock
witchery:glowglobe,2530,true,witchery,net.minecraft.item.ItemBlock
witchery:statuegoddess,2531,true,witchery,net.minecraft.item.ItemBlock
witchery:stockade,2532,true,witchery,com.emoniph.witchery.blocks.BlockStockade.ClassItemBlock
witchery:icestockade,2533,true,witchery,com.emoniph.witchery.blocks.BlockStockade.ClassItemBlock
witchery:perpetualice,2534,true,witchery,net.minecraft.item.ItemBlock
witchery:icedoor,2535,true,witchery,net.minecraft.item.ItemBlock
witchery:icestairs,2536,true,witchery,net.minecraft.item.ItemBlock
witchery:iceslab,2537,true,witchery,com.emoniph.witchery.item.ItemWitchSlab
witchery:icedoubleslab,2538,true,witchery,com.emoniph.witchery.item.ItemWitchSlab
witchery:icefence,2539,true,witchery,net.minecraft.item.ItemBlock
witchery:icefencegate,2540,true,witchery,net.minecraft.item.ItemBlock
witchery:icepressureplate,2541,true,witchery,net.minecraft.item.ItemBlock
witchery:snowpressureplate,2542,true,witchery,net.minecraft.item.ItemBlock
witchery:snowstairs,2543,true,witchery,net.minecraft.item.ItemBlock
witchery:snowslab,2544,true,witchery,com.emoniph.witchery.item.ItemWitchSlab
witchery:snowdoubleslab,2545,true,witchery,com.emoniph.witchery.item.ItemWitchSlab
witchery:infinityegg,2546,true,witchery,net.minecraft.item.ItemBlock
witchery:slurp,2547,true,witchery,net.minecraft.item.ItemBlock
witchery:pitdirt,2548,true,witchery,net.minecraft.item.ItemBlock
witchery:pitgrass,2549,true,witchery,net.minecraft.item.ItemBlock
witchery:garlicgarland,2550,true,witchery,net.minecraft.item.ItemBlock
witchery:bloodedwool,2551,true,witchery,net.minecraft.item.ItemBlock
witchery:shadedglass,2552,true,witchery,com.emoniph.witchery.blocks.BlockShadedGlass.ClassItemBlock
witchery:shadedglass_active,2553,true,witchery,com.emoniph.witchery.blocks.BlockShadedGlass.ClassItemBlock
witchery:mirrorwall,2554,true,witchery,net.minecraft.item.ItemBlock
witchery:refillingchest,2555,true,witchery,net.minecraft.item.ItemBlock
witchery:force,2556,true,witchery,net.minecraft.item.ItemBlock
witchery:tormentstone,2557,true,witchery,net.minecraft.item.ItemBlock
witchery:barrier,2558,true,witchery,net.minecraft.item.ItemBlock
witchery:leechchest,2559,true,witchery,net.minecraft.item.ItemBlock
witchery:altar,2560,true,witchery,net.minecraft.item.ItemBlock
witchery:kettle,2561,true,witchery,net.minecraft.item.ItemBlock
witchery:poppetshelf,2562,true,witchery,net.minecraft.item.ItemBlock
witchery:dreamcatcher,2563,true,witchery,net.minecraft.item.ItemBlock
witchery:crystalball,2564,true,witchery,net.minecraft.item.ItemBlock
witchery:spiritportal,2565,true,witchery,net.minecraft.item.ItemBlock
witchery:tormentportal,2566,true,witchery,net.minecraft.item.ItemBlock
witchery:spinningwheel,2567,true,witchery,net.minecraft.item.ItemBlock
witchery:brazier,2568,true,witchery,net.minecraft.item.ItemBlock
witchery:witchesovenidle,2569,true,witchery,net.minecraft.item.ItemBlock
witchery:witchesovenburning,2570,true,witchery,net.minecraft.item.ItemBlock
witchery:fumefunnel,2571,true,witchery,net.minecraft.item.ItemBlock
witchery:filteredfumefunnel,2572,true,witchery,net.minecraft.item.ItemBlock
witchery:distilleryidle,2573,true,witchery,net.minecraft.item.ItemBlock
witchery:distilleryburning,2574,true,witchery,net.minecraft.item.ItemBlock
witchery:scarecrow,2575,true,witchery,com.emoniph.witchery.blocks.BlockFetish.ClassItemBlock
witchery:trent,2576,true,witchery,com.emoniph.witchery.blocks.BlockFetish.ClassItemBlock
witchery:witchsladder,2577,true,witchery,com.emoniph.witchery.blocks.BlockFetish.ClassItemBlock
witchery:decurseteleport,2578,true,witchery,net.minecraft.item.ItemBlock
witchery:decursedirected,2579,true,witchery,net.minecraft.item.ItemBlock
witchery:statueofworship,2580,true,witchery,com.emoniph.witchery.blocks.BlockStatueOfWorship.ClassItemBlock
witchery:cauldron,2581,true,witchery,net.minecraft.item.ItemBlock
witchery:wolfaltar,2582,true,witchery,net.minecraft.item.ItemBlock
witchery:silvervat,2583,true,witchery,net.minecraft.item.ItemBlock
witchery:beartrap,2584,true,witchery,net.minecraft.item.ItemBlock
witchery:wolftrap,2585,true,witchery,net.minecraft.item.ItemBlock
witchery:wallgen,2586,true,witchery,net.minecraft.item.ItemBlock
witchery:coffinblock,2587,true,witchery,net.minecraft.item.ItemBlock
witchery:light,2588,true,witchery,net.minecraft.item.ItemBlock
witchery:daylightcollector,2589,true,witchery,net.minecraft.item.ItemBlock
witchery:bloodcrucible,2590,true,witchery,net.minecraft.item.ItemBlock
witchery:mirrorblock,2591,true,witchery,net.minecraft.item.ItemBlock
witchery:mirrorblock2,2592,true,witchery,net.minecraft.item.ItemBlock
witchery:circle,2593,true,witchery,net.minecraft.item.ItemBlock
witchery:circleglyphritual,2594,true,witchery,net.minecraft.item.ItemBlock
witchery:circleglyphotherwhere,2595,true,witchery,net.minecraft.item.ItemBlock
witchery:circleglyphinfernal,2596,true,witchery,net.minecraft.item.ItemBlock
witchery:spiritflowing,2597,true,witchery,net.minecraft.item.ItemBlock
witchery:hollowtears,2598,true,witchery,net.minecraft.item.ItemBlock
witchery:disease,2599,true,witchery,net.minecraft.item.ItemBlock
witchery:brew,2600,true,witchery,net.minecraft.item.ItemBlock
witchery:brewgas,2601,true,witchery,net.minecraft.item.ItemBlock
witchery:brewliquid,2602,true,witchery,net.minecraft.item.ItemBlock
witchery:clever,2603,true,witchery,net.minecraft.item.ItemBlock
witchery:cwoodendoor,2604,true,witchery,net.minecraft.item.ItemBlock
witchery:cwoodpressureplate,2605,true,witchery,net.minecraft.item.ItemBlock
witchery:cstonepressureplate,2606,true,witchery,net.minecraft.item.ItemBlock
witchery:csnowpressureplate,2607,true,witchery,net.minecraft.item.ItemBlock
witchery:cbuttonwood,2608,true,witchery,net.minecraft.item.ItemBlock
witchery:cbuttonstone,2609,true,witchery,net.minecraft.item.ItemBlock
Ztones:stoneTile,2610,true,Ztones,net.minecraft.item.ItemBlock
Ztones:cleanDirt,2611,true,Ztones,net.minecraft.item.ItemBlock
Ztones:booster,2612,true,Ztones,net.minecraft.item.ItemBlock
Ztones:lampf,2613,true,Ztones,net.minecraft.item.ItemBlock
Ztones:lampt,2614,true,Ztones,net.minecraft.item.ItemBlock
Ztones:lampb,2615,true,Ztones,net.minecraft.item.ItemBlock
Ztones:auroraBlock,2616,true,Ztones,net.minecraft.item.ItemBlock
Ztones:tile.agonBlock,2617,true,Ztones,com.riciJak.Ztones.item.block.ItemDecoBlocks2
